"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB0002369","9-cis-Retinoic acid","HMDB0002369","449171","50648","C15493",NA,"C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O","1"
"HMDB0002580","Taurolithocholic acid 3-sulfate","HMDB0002580","440071","17864","C03642","6716","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OS(O)(=O)=O)[C@H](C)CCC(=O)NCCS(O)(=O)=O","1"
"HMDB0002596","Deoxycholic acid 3-glucuronide","HMDB0002596","53477755",NA,"C03033","6721","[H][C@@]12CCC([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@@H](CC[C@]12C)OC1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O","1"
"HMDB0002639","Sulfolithocholylglycine","HMDB0002639","72222","9347","C11301","6725","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OS(O)(=O)=O)[C@H](C)CCC(=O)NCC(O)=O","1"
"HMDB0002656","Prostaglandin A1","HMDB0002656","5281912","15545","C04685","407","CCCCC[C@H](O)\C=C\[C@H]1C=CC(=O)[C@@H]1CCCCCCC(O)=O","1"
"HMDB0002664","Prostaglandin E3","HMDB0002664","5280937","28031","C06439","3494","CC\C=C/C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O","1"
"HMDB0002685","Prostaglandin F1a","HMDB0002685","5280939","28852","C06475","3503","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CCCCCCC(O)=O","1"
"HMDB0002689","13,14-Dihydro PGE1","HMDB0002689","161273","1000694",NA,NA,"CCCCC[C@H](O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O","1"
"HMDB0002710","Prostaglandin J2","HMDB0002710","5280884","27485","C05957","3464","CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)C=CC1=O","1"
"HMDB0002719","Desmosterol","HMDB0002719","439577","17737","C01802","423","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC=C(C)C","1"
"HMDB0002725","Nandrolone","HMDB0002725","9904","7466","C07254","1434","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]","1"
"HMDB0002752","Prostaglandin A2","HMDB0002752","5280880","27820","C05953","3465","CCCCC[C@H](O)\C=C\[C@H]1C=CC(=O)[C@@H]1C\C=C/CCCC(O)=O","1"
"HMDB0002759","Androsterone sulfate","HMDB0002759","159663","83037",NA,"3559","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](CC[C@]12C)OS(O)(=O)=O","1"
"HMDB0002789","Zeaxanthin","HMDB0002789","5280899","27547","C06098","3602","C\C(\C=C\C=C(/C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C","1"
"HMDB0002802","Cortisone","HMDB0002802","222786","16962","C00762","271","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"HMDB0002815","LysoPC(18:1/0:0)","HMDB0002815","16081932","28610","C04230","184","CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C","1"
"HMDB0002820","Methylimidazoleacetic acid","HMDB0002820","75810","1606","C05828","3774","CN1C=NC(CC(O)=O)=C1","1"
"HMDB0002823","Docosatrienoic acid","HMDB0002823","5312557","77807",NA,"195","CC\C=C/C\C=C/C\C=C/CCCCCCCCCCCC(O)=O","1"
"HMDB0002829","Androsterone glucuronide","HMDB0002829","114833","28832","C11135","2796","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](CC[C@]12C)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O","1"
"HMDB0002833","Testosterone sulfate","HMDB0002833","119207","84094",NA,"3558","[H][C@@]12CC[C@H](OS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"HMDB0002884","Cetoleic acid","HMDB0002884","5282771","32428",NA,"261","CCCCCCCCCC\C=C/CCCCCCCCCC(O)=O","1"
"HMDB0002925","Dihomo-gamma-linolenic acid","HMDB0002925","5280581","53486","C03242","259","CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O","1"
"HMDB0002961","Dihydrotestosterone","HMDB0002961","10635","16330","C03917","2789","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C","1"
"HMDB0003034","Prostaglandin D3","HMDB0003034","5282260","34939","C13802","2560","CC\C=C/C[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O","1"
"HMDB0003036","Triiodothyronine sulfate","HMDB0003036","122196","35432",NA,"1006","N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(OS(O)(=O)=O)C=C2)C(I)=C1)C(O)=O","1"
"HMDB0003069","20alpha-Dihydroprogesterone","HMDB0003069","8956","28453","C04042","2125","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)O","1"
"HMDB0003073","gamma-Linolenic acid","HMDB0003073","5280933","28661","C06426","386","CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O","1"
"HMDB0003141","Retinoyl b-glucuronide","HMDB0003141","5281877","28870","C11061","2280","O[C@@H]1[C@@H](O)[C@@H](O[C@H](C(O)=O)[C@H]1O)OC(=O)\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C","1"
"HMDB0003193","Testosterone glucuronide","HMDB0003193","108192","28835","C11134","2794","[H][C@@]12CC[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"HMDB0003229","Palmitoleic acid","HMDB0003229","445638","28716","C08362","188","CCCCCC\C=C/CCCCCCCC(O)=O","1"
"HMDB0003231","Vaccenic acid","HMDB0003231","5281127","28727","C08367","3407","CCCCCC\C=C\CCCCCCCCCC(O)=O","1"
"HMDB0003233","Lutein","HMDB0003233","5281243","28838","C08601","3601","C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C","1"
"HMDB0003252","Thromboxane B2","HMDB0003252","5283137","28728","C05963","422","CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O","1"
"HMDB0003337","Oxidized glutathione","HMDB0003337","65359","17858","C00127","6893","N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O","1"
"HMDB0003352","Menthol","HMDB0003352","16666","15409","C00400",NA,"CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O","1"
"HMDB0003375","(+)-Limonene","HMDB0003375","440917","15382","C06099","6911","CC(=C)[C@@H]1CCC(C)=CC1","1"
"HMDB0003378","Nitric oxide","HMDB0003378","145068","16480","C00533","6912","[N]=O","1"
"HMDB0003406","D-Serine","HMDB0003406","71077","16523","C00740","6920","N[C@H](CO)C(O)=O","1"
"HMDB0003550","Calcidiol","HMDB0003550","5283731","17933","C01561","6949","C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C","1"
"HMDB0003555","Vitamin K1","HMDB0003555","5284607","18067","C05850","7027","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O","1"
"HMDB0003598","Retinyl ester","HMDB0003598","5460164","545914","C02075","6966","CC1CCCC(C)(C)C1\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O","1"
"HMDB0003634","Perillyl alcohol","HMDB0003634","10819","15420","C02452","6969","CC(=C)C1CCC(CO)=CC1","1"
"HMDB0003648","Retinyl palmitate","HMDB0003648","5280531","17616","C02588","6970","CCCCCCCCCCCCCCCC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C","1"
"HMDB0003681","4-Acetamidobutanoic acid","HMDB0003681","18189","17645","C02946",NA,"CC(=O)NCCCC(O)=O","1"
"HMDB0003759","5a-Pregnane-3,20-dione","HMDB0003759","92810","28952","C03681","6981","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C","1"
"HMDB0003871","13-L-Hydroperoxylinoleic acid","HMDB0003871","5280720","15655","C04717",NA,"CCCCC[C@H](OO)\C=C\C=C/CCCCCCCC(O)=O","1"
"HMDB0003876","15-HETE","HMDB0003876","5280724","15558","C04742",NA,"CCCCC[C@H](O)\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0003955","19-Hydroxyandrost-4-ene-3,17-dione","HMDB0003955","252379","27576","C05290","6990","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12CO","1"
"HMDB0004026","21-Hydroxypregnenolone","HMDB0004026","247020","28043","C05485","7002","[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"HMDB0004030","21-Deoxycortisol","HMDB0004030","222803",NA,"C05497","7004","[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"HMDB0004031","11beta-Hydroxyprogesterone","HMDB0004031","101788","28247","C05498","7005","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"HMDB0004063","Metanephrine","HMDB0004063","21100","144365","C05588","65","CNCC(O)C1=CC(OC)=C(O)C=C1","1"
"HMDB0004080","Anandamide","HMDB0004080","5281969","2700","C11695",NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO","1"
"HMDB0004225","2-Oxoarginine","HMDB0004225","558","28116","C03771","7030","NC(N)=NCCCC(=O)C(O)=O","1"
"HMDB0004236","Prostaglandin B2","HMDB0004236","5288144","28099","C05954",NA,"CCCCC[C@@H](O)\C=C\C1=C(C\C=C/CCCC(O)=O)C(=O)CC1","1"
"HMDB0004238","Delta-12-Prostaglandin J2","HMDB0004238","5280885","28130","C05958","7034","CCCCC[C@H](O)C\C=C1/[C@@H](C\C=C/CCCC(O)=O)C=CC1=O","1"
"HMDB0004243","12(S)-HPETE","HMDB0004243","5280892","15626","C05965","7038","CCCCC\C=C/C[C@H](OO)\C=C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0004244","15(S)-HPETE","HMDB0004244","5280893","15628","C05966","7039","CCCCC[C@H](OO)\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0004264","14,15-Epoxy-5,8,11-eicosatrienoic acid","HMDB0004264","5283205","34157","C14771",NA,"CCCCCC1OC1C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0004305","Farnesol","HMDB0004305","445070","16619","C06081","7048","CC(C)=CCC\C(C)=C\CC\C(C)=C\CO","1"
"HMDB0004362","4-Hydroxynonenal","HMDB0004362","5283344","58968",NA,NA,"CCCCCC(O)\C=C\C=O","1"
"HMDB0004385","Lipoxin A4","HMDB0004385","5280914","6498","C06314","7058","CCCCC[C@H](O)\C=C\C=C/C=C/C=C/[C@@H](O)[C@@H](O)CCCC(O)=O","1"
"HMDB0004483","Estrone glucuronide","HMDB0004483","115255","28919","C11133","7063","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C=C3CC[C@@]21[H]","1"
"HMDB0004484","Etiocholanolone glucuronide","HMDB0004484","443078","37451","C11136","7064","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@@H](CC[C@]12C)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O","1"
"HMDB0004586","Perillic acid","HMDB0004586","1256","36999","C11924",NA,"CC(=C)C1CCC(=CC1)C(O)=O","1"
"HMDB0004666","MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0004666","5282280","52392","C13856",NA,"[H]C(CO)(CO)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"HMDB0004667","13-HODE","HMDB0004667","6443013","34154","C14762",NA,"CCCCC[C@H](O)\C=C\C=C/CCCCCCCC(O)=O","1"
"HMDB0004670","alpha-Dimorphecolic acid","HMDB0004670","5312830","34496","C14767",NA,"CCCCC\C=C/C=C/[C@@H](O)CCCCCCCC(O)=O","1"
"HMDB0004673","11,12-Epoxyeicosatrienoic acid","HMDB0004673","40490664","132276","C14770","7069","CCCCC\C=C/C[C@H]1O[C@H]1C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0004679","8-HETE","HMDB0004679","5283154","34486","C14776",NA,"CCCCC\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CCCC(O)=O","1"
"HMDB0004685","13,14-Dihydro-15-keto PGF2a","HMDB0004685","5283039","63976",NA,NA,"CCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O","1"
"HMDB0004701","9,10-Epoxyoctadecenoic acid","HMDB0004701","6246154","34494","C14825",NA,"CCCCC\C=C/CC1OC1CCCCCCCC(O)=O","1"
"HMDB0004702","12,13-EpOME","HMDB0004702","5356421","38299","C14826",NA,"CCCCCC1OC1C\C=C/CCCCCCCC(O)=O","1"
"HMDB0004704","9,10-DHOME","HMDB0004704","25320862","72663","C14828",NA,"CCCCC\C=C/C[C@@H](O)[C@H](O)CCCCCCCC(O)=O","1"
"HMDB0004705","12,13-DHOME","HMDB0004705","25320870","72665","C14829",NA,"CCCCC[C@H](O)[C@@H](O)C\C=C/CCCCCCCC(O)=O","1"
"HMDB0004866","LacCer(d18:1/12:0)","HMDB0004866","131675307","89446","C01290","7123","[H][C@@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@]2([H])O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)(NC(=O)CCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"HMDB0004947","Cer(d18:1/12:0)","HMDB0004947","5283562","72956","C00195","7200","[H][C@@](CO)(NC(=O)CCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"HMDB0004948","Cer(d18:1/18:1(9Z))","HMDB0004948","5283563","77996","C00195","7201","[H][C@@](CO)(NC(=O)CCCCCCC\C=C/CCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"HMDB0004949","Cer(d18:1/16:0)","HMDB0004949","5283564","72959","C00195","7202","[H][C@@](CO)(NC(=O)CCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"HMDB0004950","Cer(d18:1/18:0)","HMDB0004950","5283565","72961","C00195","7203","[H][C@@](CO)(NC(=O)CCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"HMDB0004951","Cer(d18:1/20:0)","HMDB0004951","5283566","72962","C00195","7204","[H][C@@](CO)(NC(=O)CCCCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"HMDB0004953","Cer(d18:1/24:1)","HMDB0004953","5283568","74450","C00195","7206","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC","1"
"HMDB0004956","Cer(d18:1/24:0)","HMDB0004956","5283571","72965","C00195","7209","[H][C@@](CO)(NC(=O)CCCCCCCCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"HMDB0004969","GlcCer(d18:1/12:0)","HMDB0004969","20057354","76297","C01190","7222","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCC","1"
"HMDB0005060","Eicosadienoic acid","HMDB0005060","6439848","73731","C16525",NA,"CCCCC\C=C/C\C=C/CCCCCCCCCC(O)=O","1"
"HMDB0005065","Oleoylcarnitine","HMDB0005065","46907933","84651",NA,NA,"CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","1"
"HMDB0005066","Tetradecanoylcarnitine","HMDB0005066","53477791","84634",NA,NA,"CCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","1"
"HMDB0005073","Leukotriene B5","HMDB0005073","5283125","88493",NA,NA,"CC\C=C/C\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O","1"
"HMDB0005079","15-Deoxy-d-12,14-PGJ2","HMDB0005079","5311211","34159","C14717",NA,"CCCCC\C=C\C=C1/[C@@H](C\C=C/CCCC(O)=O)C=CC1=O","1"
"HMDB0005087","6-trans-Leukotriene B4","HMDB0005087","5283128","63981","C02165",NA,"CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C\[C@@H](O)CCCC(O)=O","1"
"HMDB0005088","6-trans-12-epi-Leukotriene B4","HMDB0005088","5283129","63982",NA,NA,"CCCCC\C=C/C[C@H](O)\C=C\C=C\C=C\[C@@H](O)CCCC(O)=O","1"
"HMDB0005102","Prostaglandin D1","HMDB0005102","5280936","27696","C06438",NA,"CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](CCCCCCC(O)=O)[C@@H](O)CC1=O","1"
"HMDB0005176","Dolichol-20","HMDB0005176","6433320","16091","C00381","6407","CC(CCO)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C","1"
"HMDB0005189","CE(18:1(11Z))","HMDB0005189","104810","37136","C13881",NA,"CCCCCC\C=C/CCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","1"
"HMDB0005382","TG(16:0/18:1(9Z)/18:1(9Z))","HMDB0005382","25240174","75583",NA,"4798","[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"HMDB0005474","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","HMDB0005474","5322095","75844",NA,NA,"[H]C(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"HMDB0005895","4-Hydroxyestrone","HMDB0005895","53477797",NA,NA,NA,"C[C@@]12CCC3C(CCC4=C3C=CC(O)=C4O)C1CCC2=O","1"
"HMDB0005998","20-Hydroxyeicosatetraenoic acid","HMDB0005998","5283157","34306","C14748",NA,"OCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0006059","20-Carboxy-leukotriene B4","HMDB0006059","5280877","27562","C05950",NA,"O[C@@H](CCCC(O)=O)\C=C/C=C/C=C/[C@H](O)C\C=C/CCCCC(O)=O","1"
"HMDB0006111","12-HETE","HMDB0006111","5283155","34146","C14777",NA,"CCCCC\C=C/C[C@H](O)\C=C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0006119","7beta-Hydroxycholesterol","HMDB0006119","473141","42989",NA,NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"HMDB0006203","5-alpha-Dihydrotestosterone glucuronide","HMDB0006203","44263365","89417",NA,NA,"[H][C@@]12CC[C@H](O[C@]3([H])O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C","1"
"HMDB0006210","Heptadecanoyl carnitine","HMDB0006210","53477803","131887",NA,NA,"CCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"HMDB0006219","13-cis-Retinoic acid","HMDB0006219","5282379","6067","C07058",NA,"C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O","1"
"HMDB0006224","17-beta-Estradiol-3-glucuronide","HMDB0006224","440713","36489","C05503",NA,"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C=C3","1"
"HMDB0006245","18-Hydroxyarachidonic acid","HMDB0006245","11141754","91132",NA,NA,"CC[C@@H](O)CC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0006247","25-Hydroxycholesterol","HMDB0006247","53477807","37616","C15519","3899","[H]C12CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"HMDB0006254","4-Hydroxyretinoic acid","HMDB0006254","6438629","63795","C16677",NA,"C\C(\C=C\C1=C(C)C(O)CCC1(C)C)=C/C=C/C(/C)=C/C(O)=O","1"
"HMDB0006259","6beta-Hydroxytestosterone","HMDB0006259","18603089","34477","C14497",NA,"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@@H](O)C2=CC(=O)CC[C@]12C","1"
"HMDB0006270","Linoelaidic acid","HMDB0006270","5282457","75108",NA,NA,"CCCCC\C=C\C\C=C\CCCCCCCC(O)=O","1"
"HMDB0006275","Dopamine 3-O-sulfate","HMDB0006275","122136","37946","C13690",NA,"NCCC1=CC(OS(O)(=O)=O)=C(O)C=C1","1"
"HMDB0006278","5a-Dihydrotestosterone sulfate","HMDB0006278","18665256","138026",NA,NA,"[H][C@@]12CC[C@H](OS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C","1"
"HMDB0006317","trans-Hexadec-2-enoyl carnitine","HMDB0006317","53477817","86031",NA,NA,"CCCCCCCCCCCCC\C=C\C(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"HMDB0006318","Gamma-linolenyl carnitine","HMDB0006318","53477819",NA,NA,NA,"CCCCC\C=C/C\C=C/C\C=C/CCCCC(=O)O[C@@H](CC([O-])=O)C[N+](C)(C)C","1"
"HMDB0006319","Alpha-linolenyl carnitine","HMDB0006319","53477821",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)O[C@@H](CC([O-])=O)C[N+](C)(C)C","1"
"HMDB0006327","alpha-Tocotrienol","HMDB0006327","5282347","33270","C14153",NA,"CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@]1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1","1"
"HMDB0006408","4-Hydroxy tolbutamide","HMDB0006408","3656","63799",NA,NA,"CCCCNC(=O)NS(=O)(=O)C1=CC=C(CO)C=C1","1"
"HMDB0006409","Tyramine-O-sulfate","HMDB0006409","153005","133530",NA,NA,"NCCC1=CC=C(OS(O)(=O)=O)C=C1","1"
"HMDB0006460","Arachidyl carnitine","HMDB0006460","53477833","73100",NA,NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"HMDB0006465","Leukotriene F4","HMDB0006465","5280938","27491","C06462",NA,"CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O)[C@@H](O)CCCC(O)=O","1"
"HMDB0006468","4-Hydroxydebrisoquine","HMDB0006468","107669","63800",NA,NA,"NC(=N)N1CC(O)C2=C(C1)C=CC=C2","1"
"HMDB0006469","Linoleyl carnitine","HMDB0006469","6450015","84098",NA,NA,"CCCCC\C=C/C\C=C/CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","1"
"HMDB0006472","Calcitroic acid","HMDB0006472","12918533",NA,NA,NA,"[H][C@@]12CC[C@H]([C@H](C)CC(O)=O)[C@@]1(C)CCC\C2=C/C=C1\C[C@@H](O)C[C@H](O)C1=C","1"
"HMDB0006483","D-Aspartic acid","HMDB0006483","83887","17364","C00402","15","N[C@H](CC(O)=O)C(O)=O","1"
"HMDB0006528","Docosapentaenoic acid (22n-3)","HMDB0006528","5497182","53488","C16513","194","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(O)=O","1"
"HMDB0006543","Debrisoquine","HMDB0006543","2966","34665","C13650",NA,"NC(=N)N1CCC2=CC=CC=C2C1","1"
"HMDB0006547","Stearidonic acid","HMDB0006547","5312508","32389","C16300",NA,"CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O","1"
"HMDB0006552","Aflatoxin B1","HMDB0006552","186907","2504","C06800",NA,"[H][C@]12OC=C[C@@]1([H])C1=C(O2)C=C(OC)C2=C1OC(=O)C1=C2CCC1=O","1"
"HMDB0006766","Estriol-16-Glucuronide","HMDB0006766","122281","766","C05504",NA,"C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1C[C@@H](O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)[C@@H]2O","1"
"HMDB0006840","4,4-Dimethyl-5a-cholesta-8-en-3b-ol","HMDB0006840","45479706","27650","C15915",NA,"[H][C@@](C)(CCCC(C)C)[C@@]1([H])CCC2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3","1"
"HMDB0006841","5alpha-Cholest-8-en-3beta-ol","HMDB0006841","101770","16608","C03845",NA,"[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3)[C@H](C)CCCC(C)C","1"
